status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date,year
for_sale,110000.0,7.0,3.0,0.09,"B-2 Monte Elena, Dorado, PR, 00949",B-2 Monte Elena,Dorado,Puerto Rico,949.0,1192.0,2019-06-28,2019
for_sale,950000.0,5.0,4.0,0.99,"46 Water Isle, Saint Thomas, VI, 00802",46 Water Isle,Saint Thomas,Virgin Islands,802.0,5000.0,2013-10-11,2013
for_sale,6899000.0,4.0,6.0,0.83,"10 Water Isle, Saint Thomas, VI, 00802",10 Water Isle,Saint Thomas,Virgin Islands,802.0,4600.0,2018-04-05,2018
for_sale,525000.0,3.0,3.0,0.45,"955 River Rd, Agawam, MA, 01001",955 River Rd,Agawam,Massachusetts,1001.0,2314.0,2014-06-25,2014
for_sale,289900.0,3.0,2.0,0.36,"82 Harvey Johnson Dr, Agawam, MA, 01001",82 Harvey Johnson Dr,Agawam,Massachusetts,1001.0,1276.0,2012-10-12,2012
for_sale,199999.0,3.0,2.0,1.76,"88 South St, Agawam, MA, 01001",88 South St,Agawam,Massachusetts,1001.0,1968.0,2008-09-19,2008
for_sale,419000.0,4.0,2.0,2.0,"57 Amherst Rd, Pelham, MA, 01002",57 Amherst Rd,Pelham,Massachusetts,1002.0,1607.0,2005-07-25,2005
for_sale,275000.0,3.0,2.0,0.16,"5 Bedford Ct Unit 5, Amherst, MA, 01002",5 Bedford Ct Unit 5,Amherst,Massachusetts,1002.0,1280.0,2021-08-19,2021
for_sale,865000.0,4.0,3.0,0.65,"285 Lincoln Ave, Amherst, MA, 01002",285 Lincoln Ave,Amherst,Massachusetts,1002.0,3465.0,2006-10-03,2006
for_sale,650000.0,5.0,4.0,0.64,"10 Bellview Cir, Amherst, MA, 01002",10 Bellview Cir,Amherst,Massachusetts,1002.0,2363.0,2004-07-28,2004
for_sale,975000.0,3.0,4.0,3.04,"1581 S East St, Amherst, MA, 01002",1581 S East St,Amherst,Massachusetts,1002.0,2074.0,2006-06-21,2006
for_sale,439900.0,3.0,2.0,0.2,"34 Berkshire Ter, Amherst, MA, 01002",34 Berkshire Ter,Amherst,Massachusetts,1002.0,1349.0,2005-09-02,2005
for_sale,397000.0,2.0,2.0,0.51,"43 Forge Pond Rd, Granby, MA, 01033",43 Forge Pond Rd,Granby,Massachusetts,1033.0,2000.0,2001-12-13,2001
for_sale,459900.0,4.0,3.0,3.8,"113 Russell St, Sunderland, MA, 01375",113 Russell St,Sunderland,Massachusetts,1375.0,2768.0,2009-07-17,2009
for_sale,324900.0,4.0,2.0,0.56,"32 Pleasant St, Granby, MA, 01033",32 Pleasant St,Granby,Massachusetts,1033.0,1523.0,2007-09-19,2007
for_sale,364900.0,3.0,2.0,1.02,"600 Amherst Rd, Belchertown, MA, 01007",600 Amherst Rd,Belchertown,Massachusetts,1007.0,1617.0,2001-10-05,2001
for_sale,240000.0,2.0,1.0,0.28,"68 Blanchwood Ave, Chicopee, MA, 01013",68 Blanchwood Ave,Chicopee,Massachusetts,1013.0,1207.0,2011-11-29,2011
for_sale,299500.0,3.0,2.0,0.11,"11 N Arthur St, Ludlow, MA, 01056",11 N Arthur St,Ludlow,Massachusetts,1056.0,2240.0,2000-10-03,2000
for_sale,469900.0,3.0,3.0,1.82,"28 Warwick Rd, Orange, MA, 01364",28 Warwick Rd,Orange,Massachusetts,1364.0,2096.0,2000-06-30,2000
for_sale,295000.0,4.0,2.0,0.3,"29 Maple St, South Hadley, MA, 01075",29 Maple St,South Hadley,Massachusetts,1075.0,2112.0,2001-05-24,2001
for_sale,339000.0,6.0,2.0,0.23,"27 Morgan St, Holyoke, MA, 01040",27 Morgan St,Holyoke,Massachusetts,1040.0,2399.0,2017-09-05,2017
for_sale,275000.0,2.0,2.0,0.05,"34 Myrtle St, Chicopee, MA, 01013",34 Myrtle St,Chicopee,Massachusetts,1013.0,1200.0,2002-06-12,2002
for_sale,579900.0,4.0,3.0,0.41,"20 Bayberry Dr, Easthampton, MA, 01027",20 Bayberry Dr,Easthampton,Massachusetts,1027.0,2590.0,2003-10-01,2003
for_sale,365000.0,3.0,2.0,0.3,"71 Bemis Rd, Holyoke, MA, 01040",71 Bemis Rd,Holyoke,Massachusetts,1040.0,1880.0,2002-02-15,2002
for_sale,215000.0,1.0,1.0,0.31,"47 Poole Rd, Belchertown, MA, 01007",47 Poole Rd,Belchertown,Massachusetts,1007.0,640.0,2000-08-03,2000
for_sale,499000.0,3.0,2.0,0.14,"39 Pine St, Northampton, MA, 01062",39 Pine St,Northampton,Massachusetts,1062.0,1728.0,2003-05-30,2003
for_sale,489900.0,3.0,2.0,0.12,"16 Fort St, Northampton, MA, 01060",16 Fort St,Northampton,Massachusetts,1060.0,1531.0,2009-05-01,2009
for_sale,65000.0,1.0,1.0,0.4,"29 Old Dana Rd, Barre, MA, 01005",29 Old Dana Rd,Barre,Massachusetts,1005.0,634.0,2003-10-28,2003
for_sale,169999.0,2.0,1.0,0.6,"351 Bay Rd, Belchertown, MA, 01007",351 Bay Rd,Belchertown,Massachusetts,1007.0,802.0,2009-06-26,2009
for_sale,299900.0,5.0,3.0,0.32,"11 N Main St, Belchertown, MA, 01007",11 N Main St,Belchertown,Massachusetts,1007.0,1850.0,2012-12-14,2012
for_sale,435000.0,3.0,3.0,1.08,"38 Edelcy Dr, Belchertown, MA, 01007",38 Edelcy Dr,Belchertown,Massachusetts,1007.0,2360.0,2009-04-01,2009
for_sale,330000.0,2.0,3.0,30.0,"111 Daniel Shays Hwy Unit 19, Belchertown, MA, 01007",111 Daniel Shays Hwy Unit 19,Belchertown,Massachusetts,1007.0,2130.0,2013-06-27,2013
for_sale,174900.0,3.0,2.0,0.25,"284 Cherry St, Holyoke, MA, 01040",284 Cherry St,Holyoke,Massachusetts,1040.0,1637.0,2002-06-26,2002
for_sale,175000.0,5.0,2.0,0.13,"186 Sargeant St, Holyoke, MA, 01040",186 Sargeant St,Holyoke,Massachusetts,1040.0,1924.0,2001-10-15,2001
for_sale,160000.0,5.0,2.0,1.27,"475 E Main St, Orange, MA, 01364",475 E Main St,Orange,Massachusetts,1364.0,1495.0,2011-04-29,2011
for_sale,300000.0,3.0,1.0,0.69,"34 Pequot Rd, Southampton, MA, 01073",34 Pequot Rd,Southampton,Massachusetts,1073.0,1200.0,2000-07-10,2000
for_sale,299900.0,1.0,2.0,0.53,"58 Deerfield St, Greenfield, MA, 01301",58 Deerfield St,Greenfield,Massachusetts,1301.0,3792.0,2008-09-24,2008
for_sale,299900.0,3.0,2.0,0.22,"40 Holyoke St, Easthampton, MA, 01027",40 Holyoke St,Easthampton,Massachusetts,1027.0,2037.0,2008-11-20,2008
for_sale,759000.0,5.0,2.0,1.85,"660 Newton St, South Hadley, MA, 01075",660 Newton St,South Hadley,Massachusetts,1075.0,4510.0,2005-02-01,2005
for_sale,139000.0,3.0,2.0,0.05,"137 N East St, Holyoke, MA, 01040",137 N East St,Holyoke,Massachusetts,1040.0,1644.0,2018-01-18,2018
for_sale,110000.0,2.0,1.0,0.25,"87 River Rd, South Hadley, MA, 01075",87 River Rd,South Hadley,Massachusetts,1075.0,800.0,2004-07-06,2004
for_sale,799000.0,4.0,4.0,1.59,"21 Crestview Dr, Deerfield, MA, 01373",21 Crestview Dr,Deerfield,Massachusetts,1373.0,3444.0,2002-05-17,2002
for_sale,289900.0,5.0,2.0,0.15,"50 Saint James Ave, Chicopee, MA, 01020",50 Saint James Ave,Chicopee,Massachusetts,1020.0,2316.0,2020-09-28,2020
for_sale,1390000.0,3.0,5.0,14.48,"81 Depot Rd, Williamsburg, MA, 01038",81 Depot Rd,Williamsburg,Massachusetts,1038.0,3112.0,2004-04-29,2004
for_sale,285000.0,3.0,3.0,19.23,"81 Crooked Ledge Rd, Southampton, MA, 01073",81 Crooked Ledge Rd,Southampton,Massachusetts,1073.0,2268.0,2002-11-22,2002
for_sale,219900.0,3.0,3.0,0.1,"17 Hartford St, South Hadley, MA, 01075",17 Hartford St,South Hadley,Massachusetts,1075.0,1781.0,2009-08-21,2009
for_sale,279900.0,3.0,1.0,0.13,"3 Fenton St, Holyoke, MA, 01040",3 Fenton St,Holyoke,Massachusetts,1040.0,1456.0,2019-10-21,2019
for_sale,425000.0,3.0,2.0,0.25,"40 Keyes St, Northampton, MA, 01062",40 Keyes St,Northampton,Massachusetts,1062.0,1609.0,2004-06-29,2004
for_sale,400000.0,4.0,3.0,0.46,"125 Abbey St, South Hadley, MA, 01075",125 Abbey St,South Hadley,Massachusetts,1075.0,2108.0,2021-09-21,2021
for_sale,500000.0,4.0,5.0,1.02,"67 Cold Hill Rd, Granby, MA, 01033",67 Cold Hill Rd,Granby,Massachusetts,1033.0,2396.0,2015-01-09,2015
for_sale,249987.0,4.0,2.0,0.13,"394 East St, Chicopee, MA, 01020",394 East St,Chicopee,Massachusetts,1020.0,1596.0,2007-03-21,2007
for_sale,199900.0,3.0,1.0,0.26,"97 Leo Dr, Chicopee, MA, 01020",97 Leo Dr,Chicopee,Massachusetts,1020.0,1048.0,2005-07-18,2005
for_sale,185000.0,4.0,2.0,0.14,"1466 Dwight St, Holyoke, MA, 01040",1466 Dwight St,Holyoke,Massachusetts,1040.0,2040.0,2000-08-16,2000
for_sale,379900.0,5.0,2.0,0.85,"82 Abbey St, South Hadley, MA, 01075",82 Abbey St,South Hadley,Massachusetts,1075.0,1605.0,2017-02-13,2017
for_sale,275000.0,3.0,1.0,0.29,"87 Maple St, Greenfield, MA, 01301",87 Maple St,Greenfield,Massachusetts,1301.0,1482.0,2001-10-31,2001
for_sale,379900.0,4.0,2.0,0.62,"45 Hunter Rd, Ludlow, MA, 01056",45 Hunter Rd,Ludlow,Massachusetts,1056.0,1988.0,2016-08-11,2016
for_sale,340000.0,3.0,2.0,1.07,"833 Colrain Rd, Greenfield, MA, 01301",833 Colrain Rd,Greenfield,Massachusetts,1301.0,1100.0,2006-08-31,2006
for_sale,300000.0,6.0,4.0,0.16,"76 Muzzy St, Chicopee, MA, 01020",76 Muzzy St,Chicopee,Massachusetts,1020.0,2844.0,2019-12-30,2019
for_sale,349900.0,4.0,1.0,0.91,"106 Plain St, Easthampton, MA, 01027",106 Plain St,Easthampton,Massachusetts,1027.0,1404.0,2021-09-23,2021
for_sale,259900.0,4.0,2.0,0.11,"501 Chicopee St, Chicopee, MA, 01013",501 Chicopee St,Chicopee,Massachusetts,1013.0,1872.0,2004-08-20,2004
for_sale,240000.0,3.0,2.0,0.16,"1565 Carew St, Springfield, MA, 01104",1565 Carew St,Springfield,Massachusetts,1104.0,1284.0,2011-08-26,2011
for_sale,1290000.0,5.0,5.0,2.0,"29 Nash Hill Rd, Williamsburg, MA, 01096",29 Nash Hill Rd,Williamsburg,Massachusetts,1096.0,4476.0,2009-06-30,2009
for_sale,289900.0,3.0,1.0,0.26,"339 Jarvis Ave, Holyoke, MA, 01040",339 Jarvis Ave,Holyoke,Massachusetts,1040.0,1096.0,2019-05-10,2019
for_sale,199900.0,2.0,2.0,0.23,"66 Washington Ave, South Hadley, MA, 01075",66 Washington Ave,South Hadley,Massachusetts,1075.0,1210.0,2004-05-21,2004
for_sale,945000.0,9.0,10.0,2.83,"29 Highland Ave, Greenfield, MA, 01301",29 Highland Ave,Greenfield,Massachusetts,1301.0,5512.0,2004-07-01,2004
for_sale,439500.0,4.0,2.0,0.59,"73 N Maple St, Hadley, MA, 01035",73 N Maple St,Hadley,Massachusetts,1035.0,2394.0,2018-06-08,2018
for_sale,289000.0,3.0,3.0,0.14,"348 W Franklin St, Holyoke, MA, 01040",348 W Franklin St,Holyoke,Massachusetts,1040.0,1978.0,2009-06-24,2009
for_sale,299900.0,8.0,4.0,0.14,"89 Davis St, Greenfield, MA, 01301",89 Davis St,Greenfield,Massachusetts,1301.0,4192.0,2011-09-28,2011
for_sale,235000.0,2.0,1.0,0.27,"81 Laurel St, Greenfield, MA, 01301",81 Laurel St,Greenfield,Massachusetts,1301.0,1200.0,2006-02-17,2006
for_sale,449000.0,3.0,3.0,0.4,"1 Second Ave, Easthampton, MA, 01027",1 Second Ave,Easthampton,Massachusetts,1027.0,1916.0,2008-01-25,2008
for_sale,325000.0,3.0,2.0,0.54,"170 West St, Granby, MA, 01033",170 West St,Granby,Massachusetts,1033.0,1336.0,2019-08-02,2019
for_sale,547500.0,4.0,4.0,0.91,"8 Spring Mdws, South Hadley, MA, 01075",8 Spring Mdws,South Hadley,Massachusetts,1075.0,2420.0,2012-10-09,2012
for_sale,299900.0,3.0,2.0,0.53,"26 Cold Hill Dr, Granby, MA, 01033",26 Cold Hill Dr,Granby,Massachusetts,1033.0,880.0,2018-03-19,2018
for_sale,319000.0,2.0,1.0,0.48,"9 Belanger Rd, Southampton, MA, 01073",9 Belanger Rd,Southampton,Massachusetts,1073.0,1115.0,2000-09-29,2000
for_sale,349990.0,3.0,2.0,0.26,"43 W Main St, Orange, MA, 01364",43 W Main St,Orange,Massachusetts,1364.0,1300.0,2005-04-15,2005
for_sale,299900.0,3.0,2.0,0.2,"27 Woodland Ave, Chicopee, MA, 01020",27 Woodland Ave,Chicopee,Massachusetts,1020.0,1584.0,2020-09-18,2020
for_sale,219900.0,3.0,2.0,0.05,"23 Pleasant St, Orange, MA, 01364",23 Pleasant St,Orange,Massachusetts,1364.0,1092.0,2005-05-04,2005
for_sale,156750.0,3.0,1.0,0.47,"585 Partridgeville Rd, Athol, MA, 01331",585 Partridgeville Rd,Athol,Massachusetts,1331.0,1268.0,2004-12-21,2004
for_sale,365000.0,6.0,3.0,0.31,"715 Westfield Rd, Holyoke, MA, 01040",715 Westfield Rd,Holyoke,Massachusetts,1040.0,2408.0,2007-12-14,2007
for_sale,219000.0,3.0,1.0,0.15,"42 Ludger Ave, Chicopee, MA, 01020",42 Ludger Ave,Chicopee,Massachusetts,1020.0,1170.0,2008-01-03,2008
for_sale,259900.0,3.0,2.0,0.27,"116 Hampden St, Chicopee, MA, 01013",116 Hampden St,Chicopee,Massachusetts,1013.0,1265.0,2000-10-18,2000
for_sale,299987.0,4.0,2.0,0.17,"17 Highland Ave, Holyoke, MA, 01040",17 Highland Ave,Holyoke,Massachusetts,1040.0,2094.0,2003-08-13,2003
for_sale,350000.0,3.0,1.0,0.34,"11 Stanley St, Easthampton, MA, 01027",11 Stanley St,Easthampton,Massachusetts,1027.0,1248.0,2012-01-06,2012
for_sale,375000.0,4.0,2.0,0.16,"25 Grace St, Chicopee, MA, 01020",25 Grace St,Chicopee,Massachusetts,1020.0,1280.0,2020-09-11,2020
for_sale,266000.0,3.0,2.0,0.33,"75 Center St, Montague, MA, 01351",75 Center St,Montague,Massachusetts,1351.0,1770.0,2009-06-25,2009
for_sale,240000.0,3.0,1.0,0.41,"70 Hillside Rd, Montague, MA, 01351",70 Hillside Rd,Montague,Massachusetts,1351.0,960.0,2002-10-17,2002
for_sale,149900.0,2.0,2.0,0.57,"31 Daniel Shays Hwy, Orange, MA, 01364",31 Daniel Shays Hwy,Orange,Massachusetts,1364.0,924.0,2008-09-23,2008
for_sale,1500000.0,6.0,7.0,4.52,"304 Hadley St, South Hadley, MA, 01075",304 Hadley St,South Hadley,Massachusetts,1075.0,6250.0,2005-11-02,2005
for_sale,265000.0,3.0,1.0,0.4,"12 Petticoat Hill Rd, Williamsburg, MA, 01096",12 Petticoat Hill Rd,Williamsburg,Massachusetts,1096.0,1529.0,2015-04-30,2015
for_sale,229000.0,4.0,2.0,0.13,"197 Locust St, Holyoke, MA, 01040",197 Locust St,Holyoke,Massachusetts,1040.0,1529.0,2021-03-22,2021
for_sale,299000.0,3.0,1.0,0.65,"1066 Piper Rd, West Springfield, MA, 01089",1066 Piper Rd,West Springfield,Massachusetts,1089.0,1424.0,2004-06-28,2004
for_sale,309000.0,3.0,1.0,0.8,"322 East St, Easthampton, MA, 01027",322 East St,Easthampton,Massachusetts,1027.0,1040.0,2006-07-21,2006
for_sale,294900.0,6.0,2.0,0.13,"4 Paradise St, Chicopee, MA, 01020",4 Paradise St,Chicopee,Massachusetts,1020.0,2288.0,2019-06-03,2019
for_sale,399900.0,4.0,3.0,1.6,"30 Gore Rd, Blandford, MA, 01008",30 Gore Rd,Blandford,Massachusetts,1008.0,1960.0,2015-05-01,2015
for_sale,675000.0,4.0,3.0,0.69,"18 North St, Blandford, MA, 01008",18 North St,Blandford,Massachusetts,1008.0,3476.0,2007-07-02,2007
for_sale,1237542.0,4.0,3.0,100.5,"29 South St, Blandford, MA, 01008",29 South St,Blandford,Massachusetts,1008.0,3063.0,2007-08-29,2007
for_sale,579900.0,4.0,3.0,2.34,"32 Heather Ln, Coventry, CT, 06238",32 Heather Ln,Coventry,Connecticut,6238.0,3320.0,2021-06-01,2021
for_sale,215000.0,2.0,1.0,0.91,"353 Rye St, East Windsor, CT, 06016",353 Rye St,East Windsor,Connecticut,6016.0,960.0,2012-06-06,2012
for_sale,144900.0,2.0,1.0,0.36,"24 Worcester Rd, Vernon, CT, 06066",24 Worcester Rd,Vernon,Connecticut,6066.0,860.0,2016-09-02,2016
for_sale,349900.0,3.0,3.0,0.92,"66 Egypt Rd, Ellington, CT, 06029",66 Egypt Rd,Ellington,Connecticut,6029.0,1960.0,2010-06-28,2010
for_sale,239900.0,3.0,1.0,1.43,"45 Graham Rd, East Windsor, CT, 06016",45 Graham Rd,East Windsor,Connecticut,6016.0,1351.0,2009-06-05,2009
for_sale,299900.0,3.0,2.0,0.87,"51 Ridgewood Dr, Vernon, CT, 06066",51 Ridgewood Dr,Vernon,Connecticut,6066.0,1850.0,2015-11-09,2015
for_sale,329000.0,4.0,1.0,0.64,"595 Parker St, Longmeadow, MA, 01028",595 Parker St,Longmeadow,Massachusetts,1028.0,1296.0,2017-06-23,2017
for_sale,369900.0,12.0,3.0,0.15,"246 Central St, Springfield, MA, 01105",246 Central St,Springfield,Massachusetts,1105.0,3902.0,2014-12-24,2014
for_sale,399900.0,4.0,3.0,1.64,"1 Fox Hill Dr, Stafford, CT, 06076",1 Fox Hill Dr,Stafford,Connecticut,6076.0,2056.0,2006-07-11,2006
for_sale,299900.0,3.0,2.0,0.15,"719 Allen St, Springfield, MA, 01118",719 Allen St,Springfield,Massachusetts,1118.0,1613.0,2014-01-30,2014
for_sale,349900.0,3.0,2.0,0.51,"76 Stephanies Way, Manchester, CT, 06040",76 Stephanies Way,Manchester,Connecticut,6040.0,1828.0,2000-07-31,2000
for_sale,249900.0,3.0,1.0,0.23,"11 Parker St, Enfield, CT, 06082",11 Parker St,Enfield,Connecticut,6082.0,1220.0,2003-11-14,2003
for_sale,300000.0,3.0,1.0,0.69,"18 Racker Rd, Stafford, CT, 06076",18 Racker Rd,Stafford,Connecticut,6076.0,1192.0,2003-11-17,2003
for_sale,350000.0,4.0,4.0,0.21,"41 Glenmore St, Springfield, MA, 01129",41 Glenmore St,Springfield,Massachusetts,1129.0,2016.0,2007-07-24,2007
for_sale,260000.0,3.0,1.0,0.39,"118 Breckenridge St, Palmer, MA, 01069",118 Breckenridge St,Palmer,Massachusetts,1069.0,1166.0,2013-01-16,2013
for_sale,248900.0,3.0,2.0,0.26,"49 Charter Rd, Ellington, CT, 06029",49 Charter Rd,Ellington,Connecticut,6029.0,1174.0,2008-07-09,2008
for_sale,375000.0,9.0,3.0,0.11,"175 Hampshire St, Springfield, MA, 01151",175 Hampshire St,Springfield,Massachusetts,1151.0,3656.0,2008-06-18,2008
for_sale,129900.0,4.0,2.0,1.0,"38 Sturbridge Rd, Brimfield, MA, 01010",38 Sturbridge Rd,Brimfield,Massachusetts,1010.0,1765.0,2003-11-26,2003
for_sale,164900.0,2.0,1.0,0.35,"31 Knollwood Rd, Brimfield, MA, 01010",31 Knollwood Rd,Brimfield,Massachusetts,1010.0,814.0,2004-01-16,2004
for_sale,559000.0,4.0,4.0,1.52,"131 E Brimfield Holland, Brimfield, MA, 01010",131 E Brimfield Holland,Brimfield,Massachusetts,1010.0,3408.0,2005-03-30,2005
for_sale,115900.0,3.0,1.0,0.25,"217 Route 20, Chester, MA, 01011",217 Route 20,Chester,Massachusetts,1011.0,1367.0,2009-11-13,2009
for_sale,160000.0,1.0,1.0,0.47,"541 Berkshire Trl, Cummington, MA, 01026",541 Berkshire Trl,Cummington,Massachusetts,1026.0,608.0,2019-10-25,2019
for_sale,289900.0,3.0,3.0,0.14,"90 Norman St, Springfield, MA, 01104",90 Norman St,Springfield,Massachusetts,1104.0,1588.0,2005-06-09,2005
for_sale,439900.0,3.0,2.0,1.13,"32 Hillcrest Cir, Westfield, MA, 01085",32 Hillcrest Cir,Westfield,Massachusetts,1085.0,2448.0,2004-10-29,2004
for_sale,149900.0,2.0,1.0,3.0,"85 Chapel Rd, Savoy, MA, 01256",85 Chapel Rd,Savoy,Massachusetts,1256.0,980.0,2006-09-20,2006
for_sale,299900.0,3.0,2.0,0.37,"215 Hillcrest Ave, West Springfield, MA, 01089",215 Hillcrest Ave,West Springfield,Massachusetts,1089.0,1269.0,2017-11-17,2017
for_sale,299413.0,3.0,2.0,0.34,"395 Southwick Rd, Westfield, MA, 01085",395 Southwick Rd,Westfield,Massachusetts,1085.0,1424.0,2021-11-10,2021
for_sale,389999.0,6.0,3.0,0.14,"9 Railroad St, West Springfield, MA, 01089",9 Railroad St,West Springfield,Massachusetts,1089.0,2673.0,2006-11-28,2006
for_sale,349900.0,3.0,2.0,0.34,"26 Cedar Ln, Westfield, MA, 01085",26 Cedar Ln,Westfield,Massachusetts,1085.0,1536.0,2018-03-30,2018
for_sale,349900.0,4.0,2.0,1.03,"193 Kibbe Rd, East Longmeadow, MA, 01028",193 Kibbe Rd,East Longmeadow,Massachusetts,1028.0,1638.0,2009-08-28,2009
for_sale,129000.0,1.0,1.0,0.09,"109 Somers Rd, East Longmeadow, MA, 01028",109 Somers Rd,East Longmeadow,Massachusetts,1028.0,793.0,2001-08-10,2001
for_sale,674444.0,4.0,5.0,0.26,"49 Birch Ave, East Longmeadow, MA, 01028",49 Birch Ave,East Longmeadow,Massachusetts,1028.0,4122.0,2003-01-24,2003
for_sale,249900.0,3.0,2.0,0.23,"21 Dearborn St, East Longmeadow, MA, 01028",21 Dearborn St,East Longmeadow,Massachusetts,1028.0,1259.0,2019-05-10,2019
for_sale,279000.0,2.0,1.0,0.38,"14 Somerset St, East Longmeadow, MA, 01028",14 Somerset St,East Longmeadow,Massachusetts,1028.0,988.0,2005-04-28,2005
for_sale,259000.0,3.0,1.0,0.8,"120 N Main St, East Longmeadow, MA, 01028",120 N Main St,East Longmeadow,Massachusetts,1028.0,1196.0,2019-10-24,2019
for_sale,399000.0,4.0,3.0,0.28,"21 Voyer Ave, East Longmeadow, MA, 01028",21 Voyer Ave,East Longmeadow,Massachusetts,1028.0,2500.0,2019-06-21,2019
for_sale,739900.0,4.0,4.0,0.97,"90 Stonehill Rd, East Longmeadow, MA, 01028",90 Stonehill Rd,East Longmeadow,Massachusetts,1028.0,3000.0,2006-09-28,2006
for_sale,299000.0,2.0,2.0,0.46,"159 Gates Ave, East Longmeadow, MA, 01028",159 Gates Ave,East Longmeadow,Massachusetts,1028.0,1174.0,2001-12-17,2001
for_sale,304900.0,4.0,1.0,0.22,"19 Day Ave, East Longmeadow, MA, 01028",19 Day Ave,East Longmeadow,Massachusetts,1028.0,1425.0,2013-03-26,2013
for_sale,409900.0,2.0,1.0,0.57,"81 Millbrook Dr, East Longmeadow, MA, 01028",81 Millbrook Dr,East Longmeadow,Massachusetts,1028.0,1020.0,2001-08-20,2001
for_sale,589900.0,4.0,3.0,0.61,"52 Coyote Cir, Agawam, MA, 01030",52 Coyote Cir,Agawam,Massachusetts,1030.0,2857.0,2006-07-31,2006
for_sale,300000.0,3.0,1.0,0.28,"557 S West St, Agawam, MA, 01030",557 S West St,Agawam,Massachusetts,1030.0,1260.0,2006-09-15,2006
for_sale,159900.0,2.0,2.0,0.28,"16 E Hoosac St, Adams, MA, 01220",16 E Hoosac St,Adams,Massachusetts,1220.0,1206.0,2011-10-28,2011
for_sale,324900.0,13.0,7.0,0.2,"14 E Hoosac St, Adams, MA, 01220",14 E Hoosac St,Adams,Massachusetts,1220.0,4233.0,2008-09-15,2008
for_sale,349900.0,3.0,3.0,1.4,"133 Clesson Brook Rd, Buckland, MA, 01339",133 Clesson Brook Rd,Buckland,Massachusetts,1339.0,2234.0,2005-07-29,2005
for_sale,199900.0,9.0,3.0,0.13,"14 Murray Hill Ave, Springfield, MA, 01104",14 Murray Hill Ave,Springfield,Massachusetts,1104.0,3511.0,2005-06-02,2005
for_sale,2995000.0,4.0,8.0,12.1,"184 Cudworth Rd, Worthington, MA, 01098",184 Cudworth Rd,Worthington,Massachusetts,1098.0,14240.0,2001-10-05,2001
for_sale,144000.0,1.0,1.0,5.46,"629 Berkshire Trl, Cummington, MA, 01026",629 Berkshire Trl,Cummington,Massachusetts,1026.0,600.0,2021-05-05,2021
for_sale,139900.0,3.0,1.0,0.17,"1 Tierney Pl, Pittsfield, MA, 01201",1 Tierney Pl,Pittsfield,Massachusetts,1201.0,1180.0,2005-12-06,2005
for_sale,209000.0,3.0,2.0,0.16,"37 Marian Ave, Pittsfield, MA, 01201",37 Marian Ave,Pittsfield,Massachusetts,1201.0,1352.0,2001-11-21,2001
for_sale,231500.0,3.0,1.0,0.31,"39 Bushey Rd, Pittsfield, MA, 01201",39 Bushey Rd,Pittsfield,Massachusetts,1201.0,1152.0,2000-06-28,2000
for_sale,380000.0,4.0,2.0,17.84,"128 Goss Hill Rd, Huntington, MA, 01050",128 Goss Hill Rd,Huntington,Massachusetts,1050.0,2196.0,2014-09-08,2014
for_sale,209900.0,4.0,2.0,0.21,"266 Cheshire Rd, Pittsfield, MA, 01201",266 Cheshire Rd,Pittsfield,Massachusetts,1201.0,1200.0,2005-07-28,2005
for_sale,355000.0,3.0,3.0,0.52,"37 Main St, Cheshire, MA, 01225",37 Main St,Cheshire,Massachusetts,1225.0,2191.0,2007-12-03,2007
for_sale,629900.0,4.0,3.0,0.46,"21 Juliana Dr, Pittsfield, MA, 01201",21 Juliana Dr,Pittsfield,Massachusetts,1201.0,2908.0,2010-12-01,2010
for_sale,40000.0,2.0,1.0,0.29,"50 Palmer Ave, Winchester, CT, 06098",50 Palmer Ave,Winchester,Connecticut,6098.0,1450.0,2015-03-13,2015
for_sale,59900.0,3.0,2.0,0.21,"42 Wheeler St, Winchester, CT, 06098",42 Wheeler St,Winchester,Connecticut,6098.0,1248.0,2004-03-17,2004
for_sale,556000.0,4.0,3.0,3.35,"17 Kelsey Ct, Barkhamsted, CT, 06063",17 Kelsey Ct,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,2022
for_sale,249900.0,3.0,1.0,0.39,"23 Saint James Ave, Enfield, CT, 06082",23 Saint James Ave,Enfield,Connecticut,6082.0,1494.0,2015-07-06,2015
for_sale,365000.0,5.0,3.0,13.8,"268 Torringford St, Winchester, CT, 06098",268 Torringford St,Winchester,Connecticut,6098.0,2482.0,2005-05-02,2005
for_sale,299000.0,3.0,2.0,0.35,"30 Prospect St, North Canaan, CT, 06018",30 Prospect St,North Canaan,Connecticut,6018.0,1620.0,2011-08-23,2011
for_sale,1390000.0,14.0,15.0,2.4,"453 Stockbridge Rd, Great Barrington, MA, 01230",453 Stockbridge Rd,Great Barrington,Massachusetts,1230.0,10302.0,2009-06-12,2009
for_sale,539000.0,5.0,4.0,2.06,"1135 Halladay Ave W, Suffield, CT, 06078",1135 Halladay Ave W,Suffield,Connecticut,6078.0,3323.0,2018-07-02,2018
for_sale,839000.0,9.0,9.0,1.0,"59 Main St, Sheffield, MA, 01257",59 Main St,Sheffield,Massachusetts,1257.0,5358.0,2001-05-01,2001
